Date,Open,High,Low,Close,Turnover,Volume
2014/1/2,5743.64,5865.64,5717.11,5858.92,235,6120.33
2014/1/3,5851.38,5862.02,5777.25,5810.86,187,4753.12
2014/1/6,5796.3,5796.3,5653.26,5663.18,163,3926.09
2014/1/7,5619.79,5732.04,5612.71,5709.09,135,3458.19
2014/1/8,5730.28,5779.91,5713.49,5754.17,154,3726.52
2014/1/9,5744.54,5802.06,5708.02,5711.71,196,4817.6
2014/1/10,5698.63,5736.41,5596.18,5604.16,154,3627.27
2014/1/13,5603.81,5639.41,5524.27,5548.84,140,3294.79
2014/1/14,5549.21,5596.75,5501.87,5595.4,131,3107.74
2014/1/15,5591.91,5661.36,5590.68,5659.66,155,3653.55
2014/1/16,5667.19,5669.9,5606.48,5610.91,119,2978.09
2014/1/17,5609.22,5617.64,5511.91,5514.89,118,2903.29
2014/1/20,5496.66,5528.95,5383.74,5435.54,132,3610.83
2014/1/21,5430.72,5486.59,5430,5457.27,107,2643.84
2014/1/22,5473.09,5572.94,5463.81,5572.31,170,3993.05
2014/1/23,5570.46,5578.18,5527.7,5545.44,154,3745.71
2014/1/24,5538.33,5581.39,5529.17,5576.09,193,4737.66
2014/1/27,5550.72,5550.72,5457.79,5460.21,165,4287.44
2014/1/28,5477.87,5518.92,5464.56,5505.94,182,4491.47
2014/1/29,5523.84,5528.13,5497.01,5523.94,140,3485.35
2014/1/30,5514.31,5525.07,5484.91,5495.56,127,2880.29
2014/2/7,5459.09,5460.41,5409.76,5451.3,158,3725.8
2014/2/10,5482.89,5657.44,5482.89,5654.88,297,7176.99
2014/2/11,5670.89,5742.82,5658.56,5685.82,297,7088.96
2014/2/12,5705.71,5714.75,5658.4,5709.93,229,5410.87
2014/2/13,5697.65,5714.91,5586.33,5589.94,240,5904.01
2014/2/14,5594.67,5682.68,5594.35,5682.58,197,4637.43
2014/2/17,5703.97,5722.61,5675.56,5722.56,233,5757.27
2014/2/18,5728.55,5753.46,5702.89,5729.96,331,7586.7
2014/2/19,5723.16,5807.07,5698.88,5776.43,271,6801.21
2014/2/20,5786.94,5792.34,5717.29,5721.36,243,5814.02
2014/2/21,5721.5,5759.75,5667.91,5698.76,187,4563.37
2014/2/24,5657.09,5713.05,5586.63,5708.81,282,6622.29
2014/2/25,5715.54,5762.09,5535.55,5559.37,341,7822.37
2014/2/26,5533.12,5580.46,5451.16,5579.99,228,5320.25
2014/2/27,5589.01,5614.68,5371.2,5390.22,276,6489.49
2014/2/28,5359.43,5429.36,5290.94,5422.12,214,5290.19
2014/3/3,5416.71,5473.57,5396.47,5458.38,201,4721.42
2014/3/4,5446.97,5447.8,5355.3,5418.48,195,4612.94
2014/3/5,5426.11,5441.35,5330.93,5350.13,155,3754.72
2014/3/6,5342.19,5355.22,5241.26,5304.09,212,5286.19
2014/3/7,5289.07,5412.45,5280.88,5375.62,199,5233.81
2014/3/10,5344.53,5344.53,5249.3,5263.79,189,4491
2014/3/11,5254.34,5338.35,5254.34,5337.55,148,3754.08
2014/3/12,5339.29,5391.87,5282.54,5327.42,187,4601.95
2014/3/13,5326.59,5420.32,5324.99,5406.11,182,4347.71
2014/3/14,5374.99,5395.26,5318.36,5356.82,171,3677.69
2014/3/17,5384.67,5420.23,5353.48,5420.18,194,4300.39
2014/3/18,5424.38,5456.1,5409.9,5422.53,259,5585.58
2014/3/19,5403.32,5405.2,5326.67,5352.53,218,4946.36
2014/3/20,5342.85,5365.44,5203.18,5206.51,201,4562.67
2014/3/21,5180.8,5298.39,5147.49,5295.75,181,4051.43
2014/3/24,5286.19,5295.72,5242.15,5257.26,157,3449.61
2014/3/25,5253.82,5281.03,5230.08,5252.56,141,3027.29
2014/3/26,5297.65,5373.67,5297.65,5316.73,157,3573.95
2014/3/27,5315.66,5317.48,5233.85,5233.85,196,4690.59
2014/3/28,5240.38,5265.87,5144.61,5164.03,178,3890.77
2014/3/31,5169.09,5202.95,5099.34,5133.18,118,2857.42
2014/4/1,5133.69,5172.92,5130.34,5167.24,133,3112.76
2014/4/2,5171.93,5175.07,5103.13,5118.23,153,3592.77
2014/4/3,5127.99,5156.17,5106.43,5119.05,140,3174.8
2014/4/4,5113,5155.88,5093.66,5155.06,127,3117.38
2014/4/8,5131.46,5272.2,5123.23,5272.2,207,4726.05
2014/4/9,5265,5302.05,5249.26,5299.69,184,4156.37
2014/4/10,5300.53,5302.59,5265.88,5288.89,202,4431.28
2014/4/11,5291.5,5385.8,5289.98,5355.29,219,5357.19
2014/4/14,5356.91,5371.19,5328.17,5360.74,157,3803.33
2014/4/15,5338.9,5344.79,5298.8,5304.35,180,4040.78
2014/4/16,5298.83,5320.09,5272.28,5300.77,141,3087.9
2014/4/17,5311.61,5325.5,5262.75,5264.54,139,2885.23
2014/4/18,5243.88,5263.61,5213.83,5252.92,111,2456.47
2014/4/21,5221.49,5294.93,5199.48,5200.63,124,2822.98
2014/4/22,5179.01,5210.6,5107.47,5156.63,141,3317.11
2014/4/23,5154.1,5184.94,5133.97,5154.26,130,2697.65
2014/4/24,5139.9,5150.68,5096.32,5108,111,2430.93
2014/4/25,5113.68,5123.42,5027.75,5029.67,150,3143.5
2014/4/28,5023.06,5040.03,4912.2,4921.37,178,3626.32
2014/4/29,4918.05,4972.24,4918.05,4969.65,132,2506.88
2014/4/30,4984.42,5044.57,4978.29,5039.35,122,2657.28
2014/5/5,5026.61,5075.96,5004.07,5065.59,123,2271.72
2014/5/6,5042.96,5109.07,5038.37,5081.89,167,3383.34
2014/5/7,5066.5,5070.73,5013.35,5013.35,122,2340.1
2014/5/8,5007.17,5075.82,5004.31,5020.53,128,2469.02
2014/5/9,5029.18,5050.78,4999.78,5021.49,126,2610.54
2014/5/12,5055.95,5100.77,5038.26,5097.32,162,3443.07
2014/5/13,5099.66,5101.12,5063.71,5083.3,113,2298.99
2014/5/14,5083.12,5103.86,5071.65,5090.12,91,1873.26
2014/5/15,5087.4,5087.83,4998.43,5006.54,108,2151.78
2014/5/16,5008.75,5011.9,4942.21,4971.02,101,1950.37
2014/5/19,4952.99,4952.99,4853.77,4883.82,129,2561.32
2014/5/20,4894.75,4926.34,4873.32,4882.21,107,1813.05
2014/5/21,4861.13,4922.13,4840.27,4922.13,92,1661.71
2014/5/22,4918.35,4976.9,4914.56,4920.82,115,2208.23
2014/5/23,4923.38,4962.42,4919.57,4955.93,86,1689.35
2014/5/26,4992.56,5040.37,4985.99,5035.99,157,3264.38
2014/5/27,5033.95,5045.23,5010.09,5014.58,112,2317.17
2014/5/28,5008.71,5048.21,4992.34,5042.75,117,2377.84
2014/5/29,5055.19,5098.73,5017.9,5019.95,143,3005.91
2014/5/30,5022.03,5041.57,4998.1,5026.41,121,2568.62
2014/6/3,5028.03,5057.71,5026.59,5029.63,103,2206.45
2014/6/4,5024.27,5024.27,4933.85,4949.52,117,2419.06
2014/6/5,4954.42,5010.46,4940.54,5002.86,99,2260.78
2014/6/6,5003.83,5009.54,4964.65,4984.43,97,2119.93
2014/6/9,4984.29,5033.67,4977.35,4991.73,119,2587.01
2014/6/10,4992.75,5044.54,4979.58,5043.6,132,2686.32
2014/6/11,5034.76,5084.88,5027.64,5078.92,147,3013.08
2014/6/12,5071.58,5079.17,5044.03,5059.94,123,2512.14
2014/6/13,5046.68,5090.17,5041.14,5072.59,140,2905.7
2014/6/16,5071.43,5078.64,5055.02,5063.3,69,1407.09
2014/6/17,5062.73,5073.51,5037.29,5039.71,134,3085.62
2014/6/18,5057.59,5078.09,5026.36,5029.7,123,2942.84
2014/6/19,5034.43,5042.21,4926.8,4950.96,128,2875.08
2014/6/20,4942.13,4966.81,4927.42,4962.57,91,2033.21
2014/6/23,4968.34,4987.94,4943.9,4949.99,106,2479.25
2014/6/24,4956.3,5010.75,4956.3,5009.66,119,2620.28
2014/6/25,5004.3,5005.51,4974.38,5002.25,118,2478.65
2014/6/26,5007.58,5032,5005.93,5029.53,119,2624.86
2014/6/27,5029.67,5073.7,5016.9,5058.54,158,3258.98
2014/6/30,5065.51,5095.23,5063.32,5091.22,141,3216.89
2014/7/1,5096.32,5101.68,5053.42,5075.44,150,2923.64
2014/7/2,5078.96,5081.03,5031.88,5065.53,176,3529.71
2014/7/3,5063.32,5135.12,5048.86,5126.94,216,4534.16
2014/7/4,5122.3,5122.48,5074.2,5080.44,149,2970.89
2014/7/7,5076.85,5088.66,5031.42,5042.2,164,3710.86
2014/7/8,5032.26,5050.65,5012.8,5047.61,145,3476.34
2014/7/9,5048.13,5048.99,4951.24,4956.28,163,3897.99
2014/7/10,4949.83,4987.34,4939.96,4949.34,140,2924.37
2014/7/11,4949.27,4980.67,4932.74,4946.94,141,2920.8
2014/7/14,4947.17,4993.7,4921.19,4992.66,146,3082.05
2014/7/15,4996.79,5063.3,4990.81,5063.22,222,4494.9
2014/7/16,5061.3,5093.98,5021.48,5025.42,200,4024.27
2014/7/17,5022.01,5022.01,4959.05,4975.49,127,2478.04
2014/7/18,4967.21,5036.77,4965.89,5009.77,128,2759.26
2014/7/21,5009.65,5061.47,5004.83,5050.62,138,3553.23
2014/7/22,5035.87,5093.95,5035.14,5080.59,156,3467.41
2014/7/23,5082.29,5084.61,5028.2,5038.42,154,3157.92
2014/7/24,5045.68,5097.56,5036.47,5088.34,187,4054.25
2014/7/25,5102.96,5119.99,5086.66,5119.1,176,3501.22
2014/7/28,5137.98,5203.99,5137.9,5192.32,290,6175.22
2014/7/29,5202.51,5232.32,5175.44,5209.97,253,5333.17
2014/7/30,5197.74,5253.12,5193.3,5248.76,223,4888.91
2014/7/31,5259.71,5279.25,5236.45,5270.24,218,4850.19
2014/8/1,5267.62,5379.34,5265.79,5300.3,382,8641.3
2014/8/4,5327.96,5349.93,5303.41,5337.57,241,5367.32
2014/8/5,5340.95,5343.21,5279.19,5317.73,235,5134.2
2014/8/6,5297.96,5312.95,5261.88,5305.67,200,4390.09
2014/8/7,5308.32,5309.97,5227.04,5230.94,188,4067.47
2014/8/8,5236.88,5261.05,5219.45,5238.27,148,3331.3
2014/8/11,5253.91,5308.59,5253.89,5308.19,200,4440.75
2014/8/12,5300.84,5300.93,5269.91,5291.71,194,4365.62
2014/8/13,5293.17,5312.01,5243.42,5271.96,184,4261.39
2014/8/14,5271.86,5294.05,5232.59,5238.58,227,4430.3
2014/8/15,5244.5,5302.46,5238.02,5293.99,199,4442.67
2014/8/18,5305.06,5341.44,5305.06,5340.96,207,4638.93
2014/8/19,5344.95,5346.77,5303.1,5326.42,213,4694.87
2014/8/20,5321.67,5328.52,5295.44,5308.55,232,4835.57
2014/8/21,5310.88,5314.43,5241.02,5279.98,222,4473.78
2014/8/22,5283.07,5320.54,5267.19,5319.6,268,6024.86
2014/8/25,5321.59,5322.45,5253.81,5258.52,257,6116.97
2014/8/26,5253.24,5256.65,5165.94,5177.51,228,5044.83
2014/8/27,5174.71,5197.84,5167.91,5182.27,158,3587.88
2014/8/28,5183.34,5186.6,5131.9,5154.44,162,3498.55
2014/8/29,5163.23,5190.1,5151.41,5188.9,133,2944.92
2014/9/1,5191.9,5238.05,5186.61,5237.5,200,4039.16
2014/9/2,5247.11,5275.8,5224.36,5275.6,234,4894.52
2014/9/3,5303.55,5333.12,5300.57,5320.39,323,6872.75
2014/9/4,5323.93,5331.22,5293.97,5329.81,294,6440.38
2014/9/5,5338.97,5369.8,5329.76,5368.1,304,6497.41
2014/9/9,5375.56,5400.3,5336.77,5390.18,329,6694.27
2014/9/10,5377.64,5386.61,5353.59,5367.47,278,5449.59
2014/9/11,5368.43,5402.57,5317.38,5323.31,326,6693.78
2014/9/12,5317.52,5355.86,5305.18,5355.37,243,5137.66
2014/9/15,5347.04,5373.9,5330.93,5369.88,328,6888.37
2014/9/16,5382.57,5395,5256.89,5258.77,365,7869.82
2014/9/17,5260.88,5319.45,5249.26,5318.36,278,5962.17
2014/9/18,5320.8,5401.91,5311.41,5395.55,316,6912
2014/9/19,5407.32,5447.12,5395.6,5440.38,270,6235.19
2014/9/22,5434.2,5434.2,5369.34,5382.06,251,5572.24
2014/9/23,5381.9,5441.16,5378.6,5435.45,241,5156.39
2014/9/24,5418.27,5492.36,5404.17,5487.96,298,6374.13
2014/9/25,5515.54,5530.63,5457.98,5476.93,311,6787.69
2014/9/26,5480.56,5510.16,5466.81,5501.41,209,4686.71
2014/9/29,5535.09,5544.41,5505.24,5543.95,299,6602.93
2014/9/30,5551.53,5581.19,5537.37,5565.87,299,6468.09
2014/10/8,5579.85,5793.22,5571.43,5792.23,483,12790.67
2014/10/9,5793.22,5816,5694.26,5744.9,382,9526.39
2014/10/10,5712.33,5778.3,5693.75,5733.89,357,8457.05
2014/10/13,5720.72,5789.36,5693.38,5788.03,321,8190.34
2014/10/14,5775.71,5795.7,5703.84,5728.64,303,7570.94
2014/10/15,5718.77,5888.04,5713.28,5866.03,564,13113.19
2014/10/16,5843.66,6011.31,5797.99,5799.23,637,14777.64
2014/10/17,5791.77,5818.63,5674.3,5786.37,396,8825.24
2014/10/20,5803.91,5898.17,5803.91,5847.48,319,7810.47
2014/10/21,5838.05,5838.05,5752.09,5763.49,307,7197.88
2014/10/22,5760.91,5772.27,5659.44,5660.09,274,6265.07
2014/10/23,5650.1,5680.34,5557.73,5589.56,250,5615.26
2014/10/24,5587.35,5600.19,5553.41,5578.07,188,4511.5
2014/10/27,5554.06,5633.85,5539.61,5633.45,216,5041.15
2014/10/28,5634.94,5732.06,5634.61,5730,268,6286.4
2014/10/29,5752.33,5764.83,5697.21,5753.17,358,8408.69
2014/10/30,5753.06,5825.58,5743.9,5773.31,395,9519.79
2014/10/31,5788.9,5799.71,5710.56,5764.47,302,7150.05
2014/11/3,5771.39,5780.25,5733.17,5768.75,343,7678.49
2014/11/4,5759.31,5759.31,5671.65,5691.55,300,6881.52
2014/11/5,5691.9,5704.41,5656.42,5688.75,282,6192.38
2014/11/10,5673.79,5726.06,5673.79,5726.06,311,7166.56
2014/11/11,5742.8,5759.85,5616.75,5656.76,430,9817.19
2014/11/12,5655.33,5725.84,5644.06,5725.4,249,5637.59
2014/11/13,5726.92,5726.92,5645.45,5671.75,285,6206.7
2014/11/14,5660.19,5760.41,5650.8,5751.45,300,7358.49
2014/11/17,5823.33,5831.86,5754,5764.06,372,8244.84
2014/11/18,5760.32,5771.37,5711.96,5727.52,246,5813.73
2014/11/19,5739,5790,5722.73,5777.63,295,6851.31
2014/11/20,5752.58,5755.76,5716.15,5723.62,209,4872.17
2014/11/21,5728.77,5775.85,5725.5,5773.71,269,6217.43
2014/11/24,5812.66,5827.47,5770.15,5806.7,413,10208.1
2014/11/25,5811.54,5874.15,5804.01,5874.04,365,8931.56
2014/11/26,5884.44,5890.58,5835.57,5876.18,388,9794.1
2014/11/27,5900.12,5910.51,5866.05,5908.07,396,10159.96
2014/11/28,5895.09,5897.09,5819.75,5869.22,418,10508.41
2014/12/1,5879.39,5958.88,5844.87,5958.18,451,11712.4
2014/12/2,5945.1,6042.18,5932.91,6023.47,432,11472.42
2014/12/3,6024.24,6083.87,5966.45,6033.65,575,14505.21
2014/12/4,6023.88,6165.25,6023.88,6165.25,681,16358.37
2014/12/5,6171.92,6203.23,5948.06,6090.15,727,18131.94
2014/12/8,6056.77,6148.92,5991.57,6148.42,602,15609.92
2014/12/9,6119.15,6240.87,5974.62,5996.87,760,20071.85
2014/12/10,6008.25,6207.09,6006.64,6205.1,581,14319.81
2014/12/11,6185.51,6237.77,6132.68,6158.34,475,11519.78
2014/12/12,6163.82,6207.6,6130.74,6173.06,384,9513.67
2014/12/15,6153.72,6278.74,6147.08,6262.96,438,11269.91
2014/12/16,6256.39,6264.77,6185.34,6235.93,385,10705.9
2014/12/17,6237.51,6237.51,6074.77,6121.28,424,11259.49
2014/12/18,6100.24,6120.33,6060.21,6067.09,329,8541.29
2014/12/19,6062.62,6064.94,5920.62,5994.52,326,8725.5
2014/12/22,5982.67,5982.67,5827.23,5854.14,353,8823.34
2014/12/23,5843.25,5926.69,5830.25,5844.2,265,6804.5
2014/12/24,5867.17,5893.72,5814.51,5857.26,256,6610.65
2014/12/25,5872.33,5896.98,5829.1,5885.69,253,6176.93
2014/12/26,5892.25,5962.64,5882.03,5955.25,309,7713.49
2014/12/29,5970.83,5979.84,5867.3,5901.42,326,8447.42
2014/12/30,5905.42,5998.21,5904.13,5948.52,303,8246.86
2014/12/31,5945.06,6045.77,5928.78,6032.92,286,8632.06
2015/1/5,6037.44,6175.21,6001.57,6143.6,356,10408.6
2015/1/6,6121.36,6424.58,6096.02,6354.05,533,15844.06
2015/1/7,6339.19,6347.44,6254.85,6287.42,305,8966.28
2015/1/8,6287.94,6399.67,6257.59,6265.21,295,8799.73
2015/1/9,6255.66,6333.68,6192.04,6194.98,303,9022.61
2015/1/12,6197.23,6275.49,6126.87,6247.67,260,7501.27
2015/1/13,6270.88,6363.21,6268.8,6310.15,236,6838.91
2015/1/14,6325.69,6337.93,6263.58,6286.08,348,9350.07
2015/1/15,6288.46,6311.65,6232.81,6297.24,248,6950.74
2015/1/16,6302.99,6353.47,6272.72,6352.27,275,7834.69
2015/1/19,6192.59,6362.22,6082.89,6153.79,463,12861.73
2015/1/20,6162.58,6278.4,6162.58,6274.74,368,10486.74
2015/1/21,6295.97,6401.37,6283.39,6400.54,394,11306.17
2015/1/22,6406.41,6475.15,6404.76,6460.34,338,9747.33
2015/1/23,6462.12,6479.71,6375.19,6396.83,303,8858.57
2015/1/26,6406.85,6543.07,6406.57,6532.83,306,9034.82
2015/1/27,6545.87,6586.8,6448.79,6529.78,331,9436.42
2015/1/28,6515.5,6555.49,6459.38,6471.73,274,7779.42
2015/1/29,6425.87,6436.39,6349.32,6361.27,223,6535.83
2015/1/30,6381.56,6408.5,6295.99,6329.05,190,5522.51
2015/2/2,6263.9,6359.31,6260.14,6310.82,204,5857.97
2015/2/3,6355.85,6380.22,6315.3,6368.12,195,5684.41
2015/2/4,6379.64,6381.92,6273.52,6275.69,200,5763.88
2015/2/5,6324.44,6327.04,6184.31,6185,243,6724.67
2015/2/6,6183.54,6217.23,6086.17,6108,209,5813.99
2015/2/9,6115.79,6168.18,6110.44,6131.98,159,4475.13
2015/2/10,6133.33,6181.64,6126.97,6179.45,176,5004.43
2015/2/11,6181.74,6239.74,6174.43,6238.55,162,4611.59
2015/2/12,6236.72,6264.79,6217.24,6255.71,149,4372.92
2015/2/13,6279.71,6375.14,6279.31,6320.86,238,6751.57
2015/2/16,6327.38,6392.32,6325.21,6378.61,201,5722.16
2015/2/17,6408.6,6434.5,6395.96,6418.07,246,5779.38
2015/2/25,6428.54,6459.87,6361.95,6419.08,271,7060.23
2015/2/26,6417.02,6471.76,6401.12,6471.07,214,5758.79
2015/2/27,6467.85,6485.52,6437.82,6458.64,229,6097.83
2015/3/2,6482.33,6493.19,6431.27,6492.41,348,9077.02
2015/3/3,6469.92,6540.95,6439.71,6445.54,416,11261.39
2015/3/4,6474.29,6640.12,6465.23,6640.12,475,12749.67
2015/3/5,6623.9,6705.92,6599.52,6634.54,426,11271.2
2015/3/6,6642.92,6642.92,6501.36,6510.65,366,8649.22
2015/3/9,6482.15,6567.6,6430.85,6565.44,324,8523.7
2015/3/10,6553.5,6637.99,6548.92,6637.66,322,8687.29
2015/3/11,6636.37,6659.38,6571.5,6596.19,262,7071.19
2015/3/12,6606.5,6645.7,6582.87,6607.91,282,8231.64
2015/3/13,6610.89,6657.76,6610.54,6656.94,303,8582.5
2015/3/16,6690.65,6826.12,6662.11,6821.06,452,12493.1
2015/3/17,6855.6,6875.43,6794.34,6836.66,450,12748.77
2015/3/18,6857.17,6947.22,6830.6,6946.38,487,13570.79
2015/3/19,6943.24,6943.24,6858.41,6906.84,469,13066.29
2015/3/20,6908.2,6990.4,6901.33,6989.83,502,14486.88
2015/3/23,7017.27,7085.39,7017.27,7073.07,507,14484.34
2015/3/24,7075.88,7199.44,6934.17,7194.62,649,19038.67
2015/3/25,7147.17,7267.73,7136.26,7250.97,608,17910.46
2015/3/26,7211.56,7243.96,7131.51,7174.98,419,12264.47
2015/3/27,7181.75,7241.25,7171.68,7218.79,383,10609.33
2015/3/30,7238.19,7354.17,7238.19,7321.58,469,13618.78
2015/3/31,7350.54,7379.44,7246.94,7282.84,483,14800.8
2015/4/1,7291.59,7462.93,7284.45,7430.94,456,13949.95
2015/4/2,7465.68,7542.68,7381.33,7464.35,483,15031.85
2015/4/3,7443.98,7537.17,7421.8,7533.7,470,14316.92
2015/4/7,7577.7,7746.54,7577.04,7745.18,603,18593.41
2015/4/8,7751.58,7772.55,7564.23,7653.67,592,18619.96
2015/4/9,7658.54,7677.3,7425.15,7626.48,565,17471.96
2015/4/10,7610.47,7865.4,7588.33,7846.12,507,16764.33
2015/4/13,7892.41,8146.61,7892.41,8106.77,626,21657.67
2015/4/14,8136.71,8270.6,8036.12,8134.79,572,20019.06
2015/4/15,8124.12,8136.37,7867.47,7881.77,464,16176.51
2015/4/16,7836.35,8101.2,7792.49,8023.09,397,14380.06
2015/4/17,8111.78,8157.14,7988.62,8029.07,513,18547.93
2015/4/20,8042.22,8043.03,7749.98,7761.37,677,21838.14
2015/4/21,7778.15,8092.36,7777.37,8091.58,492,16902.09
2015/4/22,8146.66,8279.13,8146.66,8278.69,562,18896.13
2015/4/23,8310.66,8315.48,8178.95,8235.93,539,18070.64
2015/4/24,8117.31,8261.91,8094.4,8235.67,598,19111.07
2015/4/27,8346.51,8452.94,8253.38,8361.4,614,20308.37
2015/4/28,8360.08,8397.07,8073.09,8128,634,20933.01
2015/4/29,8105.46,8284.62,8105.46,8276.75,430,14625.96
2015/4/30,8310.76,8377.8,8250.86,8251.66,447,15477.67
2015/5/4,8266.77,8281.09,8171.76,8242.75,344,12265.29
2015/5/5,8239.55,8289.95,8041.89,8105.52,480,16322.94
2015/5/6,8168.84,8298.57,8051.38,8083.65,451,15669.9
2015/5/7,8066.92,8119.07,7921.3,7936.47,359,11787
2015/5/8,8011.4,8153.61,7963.77,8152.83,384,13874.69
2015/5/11,8200.77,8415.38,8125.75,8406.4,501,18290.01
2015/5/12,8411.88,8468.79,8320.19,8466.24,480,17392.08
2015/5/13,8441.84,8543.68,8387.54,8498.22,508,17764.63
2015/5/14,8489.17,8545.24,8400.35,8420.86,394,13967.38
2015/5/15,8403.83,8405.4,8217.09,8274.88,395,14032.82
2015/5/18,8233.63,8475.53,8207.37,8428.32,484,15752.28
2015/5/19,8439.56,8635.96,8390.6,8620.5,523,17769.72
2015/5/20,8639.6,8827.77,8639.6,8666.02,606,21279.24
2015/5/21,8692.59,9010.15,8690.47,9006.21,573,21089.18
2015/5/22,9169.97,9209.53,8909.87,9089.2,691,24544.56
2015/5/25,9046.73,9370.55,9034.4,9369.69,807,29326.58
2015/5/26,9379.3,9568.36,9342.27,9567.18,755,28453.37
2015/5/27,9566.94,9702.61,9341.24,9657.38,711,26808.62
2015/5/28,9632.11,9781.68,9030.98,9030.98,811,30672.79
2015/5/29,9049.91,9415.46,8795.67,9345.44,729,27000.57
2015/6/1,9500.51,9903.1,9496.24,9902.31,744,29701.84
2015/6/2,9914.56,10038.21,9753.38,10033.89,719,28114.32
2015/6/3,10063.53,10076.88,9756.52,9918.2,601,24350.1
2015/6/4,9912.8,9920.08,9199.78,9828.31,624,24135.4
2015/6/5,9890.41,10003.75,9652.88,9859.71,688,27156.95
2015/6/8,9847.73,9847.73,9616.28,9789.68,682,26294.89
2015/6/9,9763.85,9845.13,9543.1,9655.79,573,22426.05
2015/6/10,9627.69,9921.38,9564.12,9837.86,598,23435.79
2015/6/11,9834.07,9992.79,9739.8,9991.78,680,25902.66
2015/6/12,10030.25,10129.14,9992.07,10071.78,708,26639.46
2015/6/15,10116.79,10139.14,9858.18,9897.42,507,22903.89
2015/6/16,9810.28,9871.66,9536.14,9666,439,19141.6
2015/6/17,9665.9,9797.52,9374.12,9747.66,347,14557.17
2015/6/18,9709.4,9791.46,9400.84,9408.14,336,14060.3
2015/6/19,9289.63,9412.58,8875.66,8905.13,361,14475.37
2015/6/23,8900.8,9258.54,8560.23,9249.84,400,15805.41
2015/6/24,9241.54,9360.27,9104.36,9358.63,377,15307.74
2015/6/25,9344.8,9344.8,8810.08,8882.72,324,12725.52
2015/6/26,8703.36,8723.86,8032.99,8109.31,478,17905.41
2015/6/30,7718.7,8454,7509.93,8444.18,575,20437.08
2015/7/1,8353.54,8730.31,8122.33,8191.55,489,18202.8
2015/7/2,8273.15,8335.37,7638.75,7829.51,474,16652.95
2015/7/3,7793.98,8114.34,7239.15,7607.33,542,18164.55
2015/7/6,8290.82,8290.82,7224.55,7770.12,597,20843.87
